Airline,Source,Destination,Route,Arrival_Time,Additional_Info,Price,Date_of_Journey_day,Date_of_Journey_month,Date_of_Journey_weekday,Date_of_Journey_hour,Date_of_Journey_minute,Dep_Time_minutes,Duration_minutes
Air India,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,19:15 19 May,No info,10703,18,5,5,0,0,315.0,2280
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:15,In-flight meal not included,10844,9,6,6,0,0,505.0,590
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,22:20,No info,7205,6,3,2,0,0,970.0,370
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,18:25,No info,12284,18,3,0,0,0,535.0,570
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,22:05,In-flight meal not included,13994,9,6,6,0,0,575.0,750
IndiGo,Delhi,Cochin,DEL ? COK,17:40,No info,6015,15,4,0,0,0,865.0,195
IndiGo,Kolkata,Banglore,CCU ? MAA ? BLR,10:30,No info,4226,3,4,2,0,0,375.0,255
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,18:50 22 Mar,No info,9483,21,3,3,0,0,1150.0,1420
Jet Airways,Banglore,Delhi,BLR ? DEL,10:10,In-flight meal not included,5198,15,5,2,0,0,430.0,180
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:00,In-flight meal not included,10368,27,6,3,0,0,330.0,810
Vistara,Chennai,Kolkata,MAA ? CCU,20:05,No info,11982,3,6,0,0,0,1065.0,140
Air India,Banglore,New Delhi,BLR ? MAA ? DEL,13:00 16 Mar,No info,8032,15,3,4,0,0,710.0,1510
Air India,Kolkata,Banglore,CCU ? BLR,16:45,No info,5510,15,5,2,0,0,855.0,150
IndiGo,Delhi,Cochin,DEL ? PNQ ? COK,04:35 10 May,No info,8177,9,5,3,0,0,1410.0,305
Air Asia,Delhi,Cochin,DEL ? BLR ? COK,22:25,No info,11410,1,6,5,0,0,1005.0,340
GoAir,Delhi,Cochin,DEL ? BOM ? COK,12:50,No info,9385,21,3,3,0,0,420.0,350
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,10262,6,6,3,0,0,600.0,540
SpiceJet,Kolkata,Banglore,CCU ? BLR,11:25,No info,3873,18,6,1,0,0,540.0,145
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,18:50,No info,11999,21,3,3,0,0,700.0,430
Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,12:35 28 Jun,No info,14300,27,6,3,0,0,1100.0,1095
SpiceJet,Mumbai,Hyderabad,BOM ? HYD,14:45,No check-in baggage included,2175,12,5,6,0,0,795.0,90
Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,07:40 10 May,No info,14431,9,5,3,0,0,410.0,1490
Jet Airways,Banglore,Delhi,BLR ? DEL,08:45,No info,7229,21,5,1,0,0,360.0,165
IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,23:45,No info,3809,24,5,4,0,0,1160.0,265
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,7354,24,6,0,0,0,450.0,705
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,15:30,No info,12537,27,3,2,0,0,480.0,450
Air India,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,9719,27,5,0,0,0,780.0,375
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,11:50,No info,8040,24,5,4,0,0,620.0,90
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,08:30,In-flight meal not included,4995,24,5,4,0,0,425.0,85
IndiGo,Banglore,Delhi,BLR ? DEL,02:20 07 Apr,No info,4591,6,4,5,0,0,1410.0,170
Air India,Kolkata,Banglore,CCU ? GAU ? BLR,21:05 07 Jun,No info,7662,6,6,3,0,0,1005.0,1700
IndiGo,Chennai,Kolkata,MAA ? CCU,10:15,No info,3850,24,6,0,0,0,475.0,140
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,22:30,No info,6442,3,6,0,0,0,515.0,835
IndiGo,Delhi,Cochin,DEL ? PNQ ? COK,04:35 04 Jun,No info,11378,3,6,0,0,0,1410.0,305
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 28 Jun,No info,13377,27,6,3,0,0,900.0,630
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:45,In-flight meal not included,10844,21,5,1,0,0,505.0,740
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,08:30,In-flight meal not included,4995,9,5,3,0,0,425.0,85
Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:25 28 Mar,No info,6057,27,3,2,0,0,1035.0,970
Air India,Banglore,Delhi,BLR ? DEL,12:45,No info,5176,6,4,5,0,0,600.0,165
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,04:25 10 Jun,No info,13014,9,6,6,0,0,580.0,1125
IndiGo,Banglore,New Delhi,BLR ? HYD ? DEL,20:35,No Info,7917,1,3,4,0,0,975.0,260
SpiceJet,Delhi,Cochin,DEL ? MAA ? COK,11:20,No info,5583,9,6,6,0,0,365.0,315
Jet Airways,Banglore,Delhi,BLR ? DEL,08:45,No info,7229,9,4,1,0,0,360.0,165
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,01:30 19 May,No info,7191,18,5,5,0,0,960.0,570
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,21:05,In-flight meal not included,3210,12,6,2,0,0,1175.0,90
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,01:35 07 Mar,No info,14871,6,3,2,0,0,900.0,635
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,8099,15,5,2,0,0,510.0,645
Air India,Kolkata,Banglore,CCU ? BOM ? BLR,18:30,No info,8366,21,5,1,0,0,565.0,545
IndiGo,Chennai,Kolkata,MAA ? CCU,00:25 10 Mar,No info,6297,9,3,5,0,0,1325.0,140
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,18286,3,3,6,0,0,780.0,480
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:45 07 Mar,No info,17024,6,3,2,0,0,1385.0,1240
Jet Airways,Banglore,Delhi,BLR ? DEL,10:10,In-flight meal not included,6144,24,4,2,0,0,430.0,180
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:45,No info,13941,9,3,5,0,0,360.0,825
Jet Airways,Banglore,Delhi,BLR ? DEL,22:00,In-flight meal not included,3702,9,5,3,0,0,1135.0,185
SpiceJet,Delhi,Cochin,DEL ? MAA ? COK,11:20,No info,5583,15,5,2,0,0,365.0,315
Air India,Mumbai,Hyderabad,BOM ? DEL ? HYD,09:10 13 Mar,No info,10208,12,3,1,0,0,1180.0,810
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,18:00,In-flight meal not included,12384,6,5,0,0,0,575.0,505
Air India,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,05:25 07 May,No info,17049,6,5,0,0,0,600.0,1165
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,7006,24,5,4,0,0,450.0,810
Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,20:25,No info,12723,12,6,2,0,0,350.0,875
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 13 Jun,In-flight meal not included,10577,12,6,2,0,0,480.0,1225
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,19:10,No info,16736,6,3,2,0,0,420.0,730
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 25 Jun,In-flight meal not included,10262,24,6,0,0,0,780.0,925
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,7155,24,6,0,0,0,685.0,470
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:35 04 Mar,No info,15147,3,3,6,0,0,620.0,915
IndiGo,Banglore,Delhi,BLR ? DEL,10:05,No info,4823,12,6,2,0,0,430.0,175
Air India,Banglore,New Delhi,BLR ? BBI ? DEL,16:20,No info,8714,15,3,4,0,0,570.0,410
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:45 07 May,No info,10953,6,5,0,0,0,575.0,1450
Air India,Kolkata,Banglore,CCU ? DEL ? BLR,20:25 13 Jun,No info,10203,12,6,2,0,0,1230.0,1435
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,12:35 19 May,In-flight meal not included,12373,18,5,5,0,0,780.0,1415
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,23:35,No info,14151,12,5,6,0,0,575.0,840
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,14:25 25 May,No info,12121,24,5,4,0,0,575.0,1730
Vistara,Delhi,Cochin,DEL ? COK,09:10,No info,5586,9,4,1,0,0,360.0,190
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,12:00 19 May,In-flight meal not included,10844,18,5,5,0,0,505.0,1655
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 22 May,In-flight meal not included,8586,21,5,1,0,0,1270.0,450
SpiceJet,Delhi,Cochin,DEL ? BLR ? COK,22:50,No info,5409,6,6,3,0,0,1075.0,295
Multiple carriers,Delhi,Cochin,DEL ? HYD ? MAA ? COK,21:20,No info,7178,21,3,3,0,0,585.0,695
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 25 Jun,In-flight meal not included,5797,24,6,0,0,0,620.0,910
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,19:40 25 Mar,No info,13759,24,3,6,0,0,1185.0,1435
Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,01:20 25 May,No info,13873,24,5,4,0,0,420.0,1100
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 22 May,No info,16079,21,5,1,0,0,1255.0,1325
SpiceJet,Mumbai,Hyderabad,BOM ? HYD,14:45,No info,2017,27,6,3,0,0,795.0,90
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:15 19 May,In-flight meal not included,10844,18,5,5,0,0,1200.0,1335
SpiceJet,Banglore,Delhi,BLR ? DEL,00:05 25 Apr,No check-in baggage included,3573,24,4,2,0,0,1270.0,175
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:45 07 May,In-flight meal not included,8066,6,5,0,0,0,575.0,1450
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,18:50 10 Mar,In-flight meal not included,14053,9,3,5,0,0,1250.0,1320
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,15:15,No info,12284,18,3,0,0,0,480.0,435
SpiceJet,Delhi,Cochin,DEL ? MAA ? COK,11:20,No info,5351,9,4,1,0,0,365.0,315
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:20 02 Apr,In-flight meal not included,7064,1,4,0,0,0,990.0,1430
IndiGo,Delhi,Cochin,DEL ? MAA ? COK,07:25,No info,10394,3,3,6,0,0,125.0,320
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,09:20 16 May,In-flight meal not included,9663,15,5,2,0,0,1135.0,865
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 19 May,No info,13727,18,5,5,0,0,1050.0,480
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,12:35 13 Jun,In-flight meal not included,10262,12,6,2,0,0,1155.0,1040
IndiGo,Banglore,Delhi,BLR ? DEL,10:05,No info,4823,9,4,1,0,0,430.0,175
Air Asia,Banglore,New Delhi,BLR ? DEL,08:40,No info,7074,3,3,6,0,0,350.0,170
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,17267,6,3,2,0,0,425.0,835
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 22 May,No info,14067,21,5,1,0,0,900.0,630
IndiGo,Banglore,Delhi,BLR ? DEL,11:20,No info,4823,1,5,2,0,0,510.0,170
IndiGo,Banglore,Delhi,BLR ? DEL,22:50,No info,4823,27,4,5,0,0,1200.0,170
Air Asia,Banglore,Delhi,BLR ? DEL,02:45 13 May,No info,4483,12,5,6,0,0,1435.0,170
Air India,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,23:15,No info,14960,6,6,3,0,0,590.0,805
Air India,Banglore,Delhi,BLR ? DEL,19:45,No info,7171,1,6,5,0,0,1020.0,165
Air India,Kolkata,Banglore,CCU ? DEL ? BLR,08:55 25 Mar,No info,12173,24,3,6,0,0,1230.0,745
Air India,Banglore,New Delhi,BLR ? AMD ? DEL,08:45,No info,11392,3,3,6,0,0,30.0,495
Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,13:45 16 May,No info,16057,15,5,2,0,0,600.0,1665
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,10:55 10 Jun,No info,14151,9,6,6,0,0,1020.0,1075
Jet Airways,Banglore,Delhi,BLR ? DEL,14:05,In-flight meal not included,4030,21,5,1,0,0,670.0,175
IndiGo,Kolkata,Banglore,CCU ? BBI ? BLR,23:15,No info,4226,6,5,0,0,0,1175.0,220
Air India,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,11050,9,3,5,0,0,240.0,915
Air India,Banglore,Delhi,BLR ? DEL,12:45,No info,6961,21,5,1,0,0,600.0,165
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,09:15 25 Mar,No info,14231,24,3,6,0,0,1270.0,725
Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,12:35 28 Jun,In-flight meal not included,10919,27,6,3,0,0,875.0,1320
Air India,Delhi,Cochin,DEL ? LKO ? BOM ? COK,19:15,No info,10913,27,3,2,0,0,420.0,735
IndiGo,Chennai,Kolkata,MAA ? CCU,00:25 28 Jun,No info,5277,27,6,3,0,0,1325.0,140
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,7485,21,5,1,0,0,620.0,640
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:20 25 Mar,No info,14231,24,3,6,0,0,1015.0,1405
GoAir,Delhi,Cochin,DEL ? AMD ? COK,13:35,No info,4201,6,4,5,0,0,445.0,370
Air India,Delhi,Cochin,DEL ? COK,17:10,No info,7931,6,3,2,0,0,850.0,180
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,22:30,No info,6513,15,5,2,0,0,895.0,455
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 07 Jun,No info,14714,6,6,3,0,0,900.0,1680
IndiGo,Kolkata,Banglore,CCU ? NAG ? BLR,23:30,No info,6218,9,5,3,0,0,1085.0,325
Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:15,No info,8603,27,6,3,0,0,720.0,435
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,7318,21,5,1,0,0,510.0,750
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,13504,15,6,5,0,0,600.0,540
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,22:30,No info,9646,15,5,2,0,0,425.0,925
IndiGo,Kolkata,Banglore,CCU ? BLR,14:05,No info,5224,27,5,0,0,0,690.0,155
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,18:00,No info,12692,12,6,2,0,0,575.0,505
Jet Airways,Kolkata,Banglore,CCU ? GAU ? BLR,17:35,In-flight meal not included,9689,6,6,3,0,0,620.0,435
Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,01:20 10 May,No info,13033,9,5,3,0,0,600.0,920
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:20,No info,13626,12,6,2,0,0,390.0,590
IndiGo,Mumbai,Hyderabad,BOM ? HYD,20:35,No info,2754,18,5,5,0,0,1145.0,90
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:45 10 May,No info,12121,9,5,3,0,0,1020.0,1005
IndiGo,Banglore,Delhi,BLR ? DEL,04:15,No info,3419,24,4,2,0,0,90.0,165
Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,01:20 22 May,No info,13033,21,5,1,0,0,600.0,920
IndiGo,Kolkata,Banglore,CCU ? BLR,07:15,No info,4174,6,4,5,0,0,280.0,155
Air Asia,Delhi,Cochin,DEL ? BLR ? COK,22:25,No info,6152,27,6,3,0,0,475.0,870
Air India,Delhi,Cochin,DEL ? COK,08:00,No info,5201,27,6,3,0,0,310.0,170
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,16:10,In-flight meal not included,9134,15,3,4,0,0,420.0,550
Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,01:20 19 May,No info,13243,18,5,5,0,0,420.0,1100
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,04:25 28 May,No info,15129,27,5,0,0,0,330.0,1375
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,21:05,In-flight meal not included,2759,9,5,3,0,0,1175.0,90
IndiGo,Banglore,Delhi,BLR ? DEL,08:50,No info,4423,15,5,2,0,0,365.0,165
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,22:40,No info,9187,18,5,5,0,0,430.0,930
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,22:30,No info,7740,18,5,5,0,0,430.0,920
Jet Airways,Banglore,Delhi,BLR ? DEL,22:50,In-flight meal not included,6144,24,5,4,0,0,1190.0,180
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,12:35,No info,10877,9,6,6,0,0,295.0,460
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,22:30,No info,6442,15,6,5,0,0,715.0,635
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,15:30,No info,7048,27,3,2,0,0,285.0,645
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 28 Jun,In-flight meal not included,5797,27,6,3,0,0,915.0,615
Air India,Banglore,New Delhi,BLR ? BOM ? AMD ? DEL,23:55,No info,10573,3,3,6,0,0,405.0,1030
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,7503,15,5,2,0,0,510.0,750
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,01:30 13 Jun,No info,6104,12,6,2,0,0,1050.0,480
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:15 10 May,In-flight meal not included,9663,9,5,3,0,0,1270.0,665
Jet Airways,Banglore,Delhi,BLR ? DEL,14:05,In-flight meal not included,5769,3,6,0,0,0,670.0,175
Air India,Mumbai,Hyderabad,BOM ? HYD,15:25,No info,3100,15,6,5,0,0,835.0,90
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 19 May,In-flight meal not included,12373,18,5,5,0,0,1050.0,655
SpiceJet,Kolkata,Banglore,CCU ? BLR,11:30,No check-in baggage included,3815,15,3,4,0,0,540.0,150
Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,12:35 16 Jun,No info,14300,15,6,5,0,0,735.0,1460
IndiGo,Banglore,Delhi,BLR ? DEL,10:05,No info,4823,1,6,5,0,0,430.0,175
IndiGo,Mumbai,Hyderabad,BOM ? HYD,20:35,No info,2754,18,6,1,0,0,1145.0,90
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,9736,3,6,0,0,0,360.0,795
Jet Airways,Banglore,New Delhi,BLR ? MAA ? DEL,14:25,In-flight meal not included,7280,21,3,3,0,0,585.0,280
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,7408,9,6,6,0,0,480.0,780
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,12:00 13 Jun,No info,13044,12,6,2,0,0,1200.0,960
Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,23:15,No info,12723,24,5,4,0,0,350.0,1045
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 07 May,In-flight meal not included,8586,6,5,0,0,0,990.0,730
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,01:30 13 Jun,No info,6316,12,6,2,0,0,960.0,570
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,15554,9,5,3,0,0,540.0,600
SpiceJet,Mumbai,Hyderabad,BOM ? HYD,14:30,No check-in baggage included,2385,15,3,4,0,0,790.0,80
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,13587,9,6,6,0,0,780.0,480
IndiGo,Delhi,Cochin,DEL ? BBI ? COK,08:30,No info,13790,3,3,6,0,0,155.0,355
Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:25 16 May,No info,10975,15,5,2,0,0,585.0,1420
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,09:20 22 May,No info,14388,21,5,1,0,0,505.0,1495
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 07 Jun,No info,7198,6,6,3,0,0,1080.0,450
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:35 10 May,In-flight meal not included,13029,9,5,3,0,0,580.0,1615
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,In-flight meal not included,12717,27,5,0,0,0,425.0,730
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,13:20,No info,14871,3,3,6,0,0,400.0,400
Jet Airways,Kolkata,Banglore,CCU ? BOM ? PNQ ? BLR,20:50,In-flight meal not included,10118,6,6,3,0,0,390.0,860
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 07 Jun,In-flight meal not included,10262,6,6,3,0,0,1370.0,335
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,04:25,In-flight meal not included,2071,24,3,6,0,0,175.0,90
Air India,Banglore,Delhi,BLR ? DEL,23:55,No info,5228,27,4,5,0,0,1265.0,170
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,11:25 19 Mar,In-flight meal not included,7832,21,3,3,0,0,1015.0,1110
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,7005,6,6,3,0,0,700.0,560
Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,12:35 10 Jun,No info,14237,9,6,6,0,0,1105.0,1090
SpiceJet,Banglore,Delhi,BLR ? DEL,00:05 07 Apr,No info,3971,6,4,5,0,0,1270.0,175
IndiGo,Banglore,Delhi,BLR ? DEL,01:00 22 Jun,No info,3943,21,6,4,0,0,1330.0,170
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,15:30,No info,8574,27,3,2,0,0,400.0,530
Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,19:15,No info,12646,15,6,5,0,0,355.0,800
Jet Airways,Delhi,Cochin,DEL ? UDR ? BOM ? COK,18:50 22 Mar,No info,13082,21,3,3,0,0,780.0,1790
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:15 22 May,No info,13941,21,5,1,0,0,505.0,1430
GoAir,Delhi,Cochin,DEL ? BOM ? COK,12:55,No info,5135,6,4,5,0,0,420.0,355
Air India,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,No info,11096,21,5,1,0,0,600.0,625
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,09:30 16 Mar,No info,13555,18,3,0,0,0,1370.0,640
Vistara,Banglore,Delhi,BLR ? DEL,12:35,No info,5403,12,4,4,0,0,585.0,170
Jet Airways,Delhi,Cochin,DEL ? JDH ? BOM ? COK,19:00,In-flight meal not included,15812,24,6,0,0,0,700.0,440
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:15 22 May,No info,14781,21,5,1,0,0,1200.0,735
Air India,Delhi,Cochin,DEL ? BLR ? COK,23:00,No info,8907,6,6,3,0,0,810.0,570
Air India,Kolkata,Banglore,CCU ? BLR,23:20,No info,4145,3,5,4,0,0,1245.0,155
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:45 10 Jun,No info,14151,9,6,6,0,0,1225.0,800
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,15:30,No info,7845,27,3,2,0,0,360.0,570
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,8099,15,5,2,0,0,555.0,600
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 28 May,No info,13377,27,5,0,0,0,900.0,630
Air India,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,11:20 13 Mar,No info,12734,12,3,1,0,0,410.0,1710
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 04 Jun,In-flight meal not included,10262,3,6,0,0,0,1370.0,335
Jet Airways,Banglore,Delhi,BLR ? DEL,22:00,No info,7229,15,5,2,0,0,1135.0,185
Vistara,Mumbai,Hyderabad,BOM ? DEL ? HYD,09:25 07 Mar,No info,12395,6,3,2,0,0,525.0,1480
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,09:15 25 Mar,In-flight meal not included,11134,24,3,6,0,0,1185.0,810
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,18:50,In-flight meal not included,6540,21,3,3,0,0,780.0,350
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,7354,6,6,3,0,0,400.0,755
Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,07:40 25 Jun,No info,9548,24,6,0,0,0,720.0,1180
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,10:45 02 May,No info,9187,1,5,2,0,0,430.0,1655
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,12:10,No info,5054,9,5,3,0,0,455.0,275
Air India,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,No info,10413,9,6,6,0,0,600.0,625
IndiGo,Kolkata,Banglore,CCU ? BLR,00:05 28 May,No info,4804,27,5,0,0,0,1285.0,160
IndiGo,Mumbai,Hyderabad,BOM ? HYD,07:55,No info,4049,15,6,5,0,0,385.0,90
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 28 Jun,No info,6795,27,6,3,0,0,1140.0,390
Air India,Kolkata,Banglore,CCU ? BLR,23:20,No info,4435,21,3,3,0,0,1245.0,155
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 13 Jun,In-flight meal not included,6224,12,6,2,0,0,990.0,730
IndiGo,Kolkata,Banglore,CCU ? BLR,22:55,No info,4804,12,6,2,0,0,1220.0,155
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,16:10,No info,6171,15,4,0,0,0,305.0,665
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,6093,3,6,0,0,0,685.0,575
IndiGo,Kolkata,Banglore,CCU ? BLR,19:50,No info,4174,12,4,4,0,0,1035.0,155
IndiGo,Mumbai,Hyderabad,BOM ? HYD,04:05,No info,3342,6,5,0,0,0,155.0,90
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,13587,3,6,0,0,0,600.0,660
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 22 May,No info,16079,21,5,1,0,0,1310.0,395
IndiGo,Delhi,Cochin,DEL ? COK,08:50,No info,6015,18,4,3,0,0,335.0,195
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,19:10 25 May,No info,13067,24,5,4,0,0,1020.0,1570
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,12:35,No info,9103,15,5,2,0,0,295.0,460
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,23:35 25 May,No info,14151,24,5,4,0,0,1225.0,1630
Jet Airways,Delhi,Cochin,DEL ? IXC ? BOM ? COK,18:50,No info,11538,27,3,2,0,0,380.0,750
IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,21:20,No info,8146,9,3,5,0,0,515.0,765
Air India,Kolkata,Banglore,CCU ? HYD ? BLR,04:40 07 May,No info,6117,6,5,0,0,0,1140.0,580
