Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date_of_Journey_day,Date_of_Journey_month,Date_of_Journey_weekday,Date_of_Journey_hour,Date_of_Journey_minute,Route_stops,Dep_Time_minutes,Arrival_Time_minutes,Duration_minutes
Multiple carriers,Delhi,Cochin,1 stop,No info,10877,15,6,5,0,0,2.0,685.0,1140,455
Jet Airways,Delhi,Cochin,2 stops,No info,15129,9,5,3,0,0,3.0,1385.0,755,810
IndiGo,Delhi,Cochin,1 stop,No info,7191,6,5,0,0,0,2.0,450.0,1260,810
GoAir,Kolkata,Banglore,1 stop,No info,6686,1,5,2,0,0,2.0,1410.0,465,495
Multiple carriers,Delhi,Cochin,1 stop,No info,7530,3,6,0,0,0,2.0,770.0,90,760
IndiGo,Delhi,Cochin,1 stop,No info,6442,15,6,5,0,0,2.0,455.0,1350,895
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,27,6,3,0,0,2.0,540.0,755,1655
Jet Airways,Banglore,New Delhi,1 stop,No info,13817,12,3,1,0,0,2.0,1135.0,570,875
Jet Airways,Kolkata,Banglore,1 stop,No info,13626,12,6,2,0,0,2.0,845.0,1415,570
Jet Airways,Kolkata,Banglore,1 stop,No info,14388,12,5,6,0,0,2.0,1135.0,605,910
IndiGo,Kolkata,Banglore,non-stop,No info,4804,27,4,5,0,0,1.0,280.0,435,155
IndiGo,Delhi,Cochin,non-stop,No info,5406,21,3,3,0,0,1.0,870.0,1055,185
SpiceJet,Delhi,Cochin,1 stop,No info,4611,3,4,2,0,0,2.0,1075.0,1370,295
IndiGo,Kolkata,Banglore,1 stop,No info,5069,9,6,6,0,0,2.0,490.0,780,290
GoAir,Banglore,Delhi,non-stop,No info,3898,6,6,3,0,0,1.0,465.0,640,175
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,6,6,3,0,0,1.0,720.0,810,90
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,6943,27,5,0,0,0,2.0,900.0,90,630
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,18,5,5,0,0,2.0,345.0,1095,750
Jet Airways,Delhi,Cochin,1 stop,No info,16079,21,5,1,0,0,2.0,780.0,1140,360
IndiGo,Banglore,New Delhi,non-stop,No info,8033,15,3,4,0,0,1.0,1015.0,1185,170
IndiGo,Banglore,New Delhi,non-stop,No info,6860,9,3,5,0,0,1.0,1105.0,1280,175
Multiple carriers,Delhi,Cochin,1 stop,No info,6953,27,3,2,0,0,2.0,700.0,1155,455
IndiGo,Banglore,Delhi,non-stop,No info,4823,12,5,6,0,0,1.0,430.0,605,175
IndiGo,Kolkata,Banglore,non-stop,No info,4174,9,4,1,0,0,1.0,280.0,435,155
Jet Airways,Delhi,Cochin,2 stops,No info,12819,27,6,3,0,0,3.0,805.0,1140,1775
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,15,5,2,0,0,2.0,1270.0,280,450
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,3,5,4,0,0,1.0,415.0,570,155
IndiGo,Delhi,Cochin,non-stop,No info,5000,27,6,3,0,0,1.0,335.0,530,195
Air India,Banglore,New Delhi,2 stops,Change airports,13366,1,3,4,0,0,3.0,350.0,1330,980
Vistara,Mumbai,Hyderabad,1 stop,No info,12395,6,3,2,0,0,2.0,1315.0,1005,1130
Air India,Kolkata,Banglore,1 stop,No info,7452,15,5,2,0,0,2.0,1005.0,1265,1700
Jet Airways,Delhi,Cochin,1 stop,No info,15554,18,5,5,0,0,2.0,1185.0,1140,1395
Jet Airways,Kolkata,Banglore,1 stop,No info,13067,6,5,0,0,0,2.0,1020.0,905,1325
IndiGo,Kolkata,Banglore,non-stop,No info,6565,1,3,4,0,0,1.0,910.0,1065,155
SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,1965,24,5,4,0,0,1.0,345.0,435,90
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3332,27,3,2,0,0,1.0,570.0,725,155
IndiGo,Banglore,New Delhi,1 stop,No info,6208,21,3,3,0,0,2.0,325.0,610,285
Air India,Banglore,New Delhi,1 stop,No info,11161,18,3,0,0,0,2.0,830.0,1120,1730
Air India,Kolkata,Banglore,2 stops,No info,12224,12,6,2,0,0,3.0,600.0,825,1665
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,1,5,2,0,0,2.0,1135.0,720,1025
Jet Airways,Banglore,New Delhi,1 stop,No info,12284,18,3,0,0,0,2.0,535.0,915,380
Air India,Delhi,Cochin,1 stop,No info,7480,27,5,0,0,0,2.0,1040.0,565,965
Jet Airways,Delhi,Cochin,1 stop,No info,17024,6,3,2,0,0,2.0,1155.0,265,550
Jet Airways,Kolkata,Banglore,1 stop,No info,14151,6,6,3,0,0,2.0,1225.0,1150,1365
IndiGo,Kolkata,Banglore,non-stop,No info,4804,21,6,4,0,0,1.0,1035.0,1190,155
IndiGo,Delhi,Cochin,1 stop,No info,6069,18,5,5,0,0,2.0,960.0,1260,300
Vistara,Banglore,New Delhi,1 stop,No info,6065,21,3,3,0,0,2.0,400.0,1315,915
Jet Airways,Kolkata,Banglore,1 stop,No info,14151,18,5,5,0,0,2.0,1225.0,585,800
Jet Airways,Kolkata,Banglore,1 stop,No info,14231,24,3,6,0,0,2.0,1135.0,720,1025
Vistara,Mumbai,Hyderabad,1 stop,No info,12395,6,3,2,0,0,2.0,940.0,565,1065
IndiGo,Delhi,Cochin,1 stop,No info,5636,24,4,2,0,0,2.0,120.0,445,325
Air India,Delhi,Cochin,1 stop,No info,5232,6,4,5,0,0,2.0,1060.0,1380,320
Jet Airways,Delhi,Cochin,1 stop,No info,14714,1,6,5,0,0,2.0,840.0,265,865
IndiGo,Chennai,Kolkata,non-stop,No info,3850,6,5,0,0,0,1.0,475.0,615,140
Air India,Delhi,Cochin,1 stop,No info,7258,27,5,0,0,0,2.0,1060.0,575,955
Jet Airways,Banglore,New Delhi,1 stop,No info,17471,6,3,2,0,0,2.0,1285.0,1220,1375
SpiceJet,Banglore,Delhi,non-stop,No info,4423,9,5,3,0,0,1.0,1270.0,5,175
IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,18,6,1,0,0,1.0,1280.0,1370,90
Multiple carriers,Delhi,Cochin,1 stop,No info,13377,24,6,0,0,0,2.0,600.0,90,930
Jet Airways,Banglore,Delhi,non-stop,No info,8016,12,6,2,0,0,1.0,500.0,680,180
Air India,Banglore,New Delhi,1 stop,No info,5626,9,3,5,0,0,2.0,410.0,530,1560
IndiGo,Banglore,New Delhi,non-stop,No info,6860,21,3,3,0,0,1.0,1015.0,1185,170
IndiGo,Delhi,Cochin,1 stop,No info,6628,1,6,5,0,0,2.0,1115.0,90,415
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,11627,6,6,3,0,0,2.0,780.0,755,1415
SpiceJet,Kolkata,Banglore,non-stop,No info,4174,9,6,6,0,0,1.0,1030.0,1180,150
Jet Airways,Delhi,Cochin,1 stop,No info,14714,1,6,5,0,0,2.0,1095.0,265,610
Jet Airways,Kolkata,Banglore,1 stop,No info,14151,12,5,6,0,0,2.0,575.0,1265,690
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,27,5,0,0,0,2.0,960.0,1140,1620
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,18,5,5,0,0,2.0,1310.0,265,395
IndiGo,Banglore,Delhi,non-stop,No info,3943,18,6,1,0,0,1.0,610.0,780,170
Air Asia,Kolkata,Banglore,2 stops,No info,7870,9,6,6,0,0,3.0,910.0,1410,500
Jet Airways,Banglore,Delhi,non-stop,No info,8016,18,6,1,0,0,1.0,1135.0,1320,185
Air India,Delhi,Cochin,2 stops,No info,10975,15,5,2,0,0,3.0,785.0,565,1220
IndiGo,Chennai,Kolkata,non-stop,No info,3850,27,5,0,0,0,1.0,475.0,615,140
IndiGo,Kolkata,Banglore,non-stop,No info,4804,18,6,1,0,0,1.0,1225.0,1390,165
Jet Airways,Delhi,Cochin,1 stop,No info,15554,9,3,5,0,0,2.0,1250.0,265,455
SpiceJet,Kolkata,Banglore,non-stop,No info,4465,18,3,0,0,0,1.0,415.0,575,160
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,11841,9,6,6,0,0,2.0,1270.0,605,775
Multiple carriers,Delhi,Cochin,1 stop,No info,19332,9,3,5,0,0,2.0,480.0,1155,675
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,21,6,4,0,0,1.0,1030.0,1180,150
IndiGo,Banglore,Delhi,non-stop,No info,4591,12,4,4,0,0,1.0,610.0,780,170
IndiGo,Kolkata,Banglore,1 stop,No info,5192,24,5,4,0,0,2.0,915.0,1205,290
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10577,9,6,6,0,0,2.0,1095.0,755,1100
Jet Airways,Delhi,Cochin,2 stops,No info,15129,18,5,5,0,0,3.0,1170.0,265,535
Multiple carriers,Delhi,Cochin,1 stop,No info,11789,6,6,3,0,0,2.0,360.0,1140,780
Air India,Delhi,Cochin,1 stop,No info,8372,15,6,5,0,0,2.0,1260.0,460,640
Multiple carriers,Delhi,Cochin,1 stop,No info,8266,9,5,3,0,0,2.0,360.0,1155,795
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,6,5,0,0,0,2.0,390.0,1190,800
Vistara,Banglore,Delhi,non-stop,No info,5613,21,4,6,0,0,1.0,1020.0,1175,155
Jet Airways,Banglore,Delhi,non-stop,No info,7229,24,4,2,0,0,1.0,915.0,1090,175
IndiGo,Delhi,Cochin,1 stop,No info,6093,24,6,0,0,0,2.0,510.0,1260,750
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,15544,21,5,1,0,0,3.0,330.0,755,425
GoAir,Delhi,Cochin,1 stop,No info,6296,18,5,5,0,0,2.0,445.0,815,370
IndiGo,Kolkata,Banglore,non-stop,No info,4804,27,4,5,0,0,1.0,575.0,740,165
Air Asia,Banglore,New Delhi,non-stop,No info,4284,18,3,0,0,0,1.0,350.0,520,170
IndiGo,Delhi,Cochin,1 stop,No info,6558,21,3,3,0,0,2.0,455.0,1340,885
IndiGo,Delhi,Cochin,1 stop,No info,5775,24,6,0,0,0,2.0,1310.0,215,345
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,21,6,4,0,0,1.0,500.0,635,135
Jet Airways,Delhi,Cochin,1 stop,No info,17024,6,3,2,0,0,2.0,595.0,1130,535
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4050,9,6,6,0,0,1.0,425.0,510,85
Air India,Mumbai,Hyderabad,2 stops,No info,14219,6,3,2,0,0,3.0,360.0,915,1995
Jet Airways,Banglore,New Delhi,1 stop,No info,26890,1,3,4,0,0,2.0,700.0,1105,405
Air India,Delhi,Cochin,2 stops,No info,9653,15,6,5,0,0,3.0,1185.0,1155,1410
IndiGo,Banglore,Delhi,non-stop,No info,3943,21,6,4,0,0,1.0,365.0,530,165
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,18,5,5,0,0,2.0,845.0,980,1575
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8849,1,4,0,0,0,2.0,1270.0,280,450
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,12,6,2,0,0,1.0,100.0,190,90
Air India,Delhi,Cochin,2 stops,No info,10756,21,3,3,0,0,3.0,410.0,1155,2185
Jet Airways,Kolkata,Banglore,1 stop,No info,14151,21,5,1,0,0,2.0,1020.0,1265,1685
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9899,12,6,2,0,0,2.0,505.0,1245,740
Jet Airways,Delhi,Cochin,1 stop,No info,12242,21,3,3,0,0,2.0,1320.0,265,385
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,9,6,6,0,0,3.0,1170.0,755,1025
IndiGo,Mumbai,Hyderabad,non-stop,No info,5755,24,5,4,0,0,1.0,550.0,640,90
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,15,6,5,0,0,2.0,1095.0,265,610
SpiceJet,Kolkata,Banglore,1 stop,No info,6643,6,6,3,0,0,2.0,515.0,1035,520
Multiple carriers Premium economy,Delhi,Cochin,1 stop,No info,9845,21,3,3,0,0,2.0,450.0,1260,810
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,11134,24,3,6,0,0,2.0,1135.0,720,1025
SpiceJet,Delhi,Cochin,1 stop,No info,5583,1,6,5,0,0,2.0,365.0,680,315
IndiGo,Delhi,Cochin,1 stop,No info,6069,15,5,2,0,0,2.0,960.0,1260,300
Jet Airways,Banglore,New Delhi,1 stop,No info,13817,12,3,1,0,0,2.0,345.0,1220,875
Air India,Delhi,Cochin,2 stops,No info,10283,6,3,2,0,0,3.0,300.0,1155,2295
Air India,Kolkata,Banglore,1 stop,No info,7795,24,3,6,0,0,2.0,590.0,1265,675
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,13977,9,3,5,0,0,2.0,20.0,460,440
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10919,1,6,5,0,0,3.0,405.0,265,1300
IndiGo,Kolkata,Banglore,non-stop,No info,6038,3,3,6,0,0,1.0,1225.0,1385,160
IndiGo,Delhi,Cochin,non-stop,No info,5601,21,5,1,0,0,1.0,335.0,530,195
IndiGo,Delhi,Cochin,1 stop,No info,12351,9,3,5,0,0,2.0,450.0,1260,810
Air India,Delhi,Cochin,non-stop,No info,6094,15,4,0,0,0,1.0,310.0,480,170
Multiple carriers,Delhi,Cochin,1 stop,No info,7575,15,5,2,0,0,2.0,635.0,1155,520
Jet Airways,Delhi,Cochin,1 stop,No info,16079,27,5,0,0,0,2.0,1310.0,265,395
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,15,6,5,0,0,2.0,1155.0,1140,1425
Air Asia,Delhi,Cochin,1 stop,No info,13470,9,6,6,0,0,2.0,1005.0,1345,340
Jet Airways,Banglore,Delhi,non-stop,No info,8016,27,6,3,0,0,1.0,670.0,845,175
Jet Airways,Delhi,Cochin,1 stop,No info,16289,9,3,5,0,0,2.0,1095.0,1130,1475
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,6,3,0,0,2.0,1185.0,265,520
IndiGo,Banglore,Delhi,non-stop,No info,4823,27,6,3,0,0,1.0,1105.0,1280,175
Vistara,Banglore,Delhi,non-stop,No info,5403,9,4,1,0,0,1.0,585.0,755,170
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,18,5,5,0,0,2.0,1050.0,1140,1530
SpiceJet,Mumbai,Hyderabad,1 stop,No info,13552,6,3,2,0,0,2.0,850.0,1345,495
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,9,5,3,0,0,2.0,505.0,1245,740
Air India,Mumbai,Hyderabad,2 stops,No info,22619,6,3,2,0,0,3.0,580.0,1425,845
Multiple carriers,Delhi,Cochin,1 stop,No info,8625,27,5,0,0,0,2.0,635.0,1155,520
IndiGo,Banglore,New Delhi,non-stop,No info,4777,24,3,6,0,0,1.0,360.0,525,165
IndiGo,Delhi,Cochin,non-stop,No info,5000,21,6,4,0,0,1.0,335.0,530,195
Jet Airways,Delhi,Cochin,2 stops,No info,21954,6,3,2,0,0,3.0,1150.0,1185,1475
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,11627,3,6,0,0,0,2.0,690.0,265,1015
Jet Airways,Kolkata,Banglore,1 stop,No info,13731,24,5,4,0,0,2.0,845.0,280,875
IndiGo,Banglore,Delhi,non-stop,No info,3943,3,4,2,0,0,1.0,1330.0,60,170
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,6992,21,3,3,0,0,2.0,535.0,1380,845
Jet Airways,Kolkata,Banglore,1 stop,No info,13941,6,5,0,0,0,2.0,1135.0,280,585
Jet Airways,Delhi,Cochin,1 stop,No info,14924,12,6,2,0,0,2.0,480.0,1140,660
Jet Airways,Delhi,Cochin,1 stop,No info,18371,27,6,3,0,0,2.0,135.0,755,620
IndiGo,Chennai,Kolkata,non-stop,No info,7295,3,3,6,0,0,1.0,1175.0,1315,140
Air India,Banglore,New Delhi,1 stop,No info,9292,9,3,5,0,0,2.0,1020.0,1000,1420
Jet Airways,Kolkata,Banglore,1 stop,No info,13941,1,5,2,0,0,2.0,1200.0,495,735
IndiGo,Kolkata,Banglore,1 stop,No info,4150,24,3,6,0,0,2.0,255.0,590,335
Jet Airways,Kolkata,Banglore,1 stop,No info,12681,1,4,0,0,0,2.0,1200.0,1415,1655
IndiGo,Delhi,Cochin,non-stop,No info,5601,3,6,0,0,0,1.0,335.0,530,195
Air India,Kolkata,Banglore,2 stops,No info,14960,21,5,1,0,0,3.0,590.0,535,1385
Multiple carriers,Delhi,Cochin,1 stop,No info,13377,6,6,3,0,0,2.0,960.0,90,570
IndiGo,Mumbai,Hyderabad,non-stop,No info,3342,21,3,3,0,0,1.0,720.0,805,85
Jet Airways,Banglore,Delhi,non-stop,No info,8016,6,6,3,0,0,1.0,670.0,845,175
Jet Airways,Banglore,New Delhi,1 stop,No info,16736,6,3,2,0,0,2.0,345.0,1380,1035
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10031,24,3,6,0,0,2.0,1270.0,1180,1350
Air India,Delhi,Cochin,1 stop,No info,7258,21,4,6,0,0,2.0,1230.0,495,705
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4030,15,5,2,0,0,1.0,360.0,525,165
Air India,Delhi,Cochin,2 stops,No info,13381,24,6,0,0,0,3.0,865.0,1155,1730
Jet Airways,Delhi,Cochin,2 stops,No info,16704,24,5,4,0,0,3.0,1385.0,265,1760
Multiple carriers,Delhi,Cochin,1 stop,No info,13587,24,6,0,0,0,2.0,540.0,1260,720
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,24,5,4,0,0,1.0,175.0,260,85
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064,1,4,0,0,0,2.0,390.0,560,1610
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,3,6,0,0,0,1.0,100.0,190,90
Vistara,Banglore,Delhi,non-stop,No info,4668,1,5,2,0,0,1.0,585.0,755,170
Air Asia,Kolkata,Banglore,non-stop,No info,4107,21,6,4,0,0,1.0,1195.0,1345,150
IndiGo,Delhi,Cochin,1 stop,No info,5894,12,6,2,0,0,2.0,295.0,1260,965
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,6,3,0,0,2.0,1050.0,265,655
Jet Airways,Kolkata,Banglore,1 stop,No info,13941,9,5,3,0,0,2.0,990.0,495,945
Air Asia,Delhi,Cochin,1 stop,No info,6451,27,4,5,0,0,2.0,1005.0,430,865
Air India,Delhi,Cochin,2 stops,No info,10975,27,6,3,0,0,3.0,585.0,565,1420
Air India,Delhi,Cochin,2 stops,No info,14746,6,3,2,0,0,3.0,720.0,460,1180
Air Asia,Delhi,Cochin,1 stop,No info,11410,6,6,3,0,0,2.0,1245.0,430,625
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,1,5,2,0,0,1.0,415.0,570,155
Air India,Delhi,Cochin,2 stops,No info,13381,3,6,0,0,0,3.0,410.0,460,1490
Multiple carriers,Delhi,Cochin,1 stop,No info,15078,9,5,3,0,0,2.0,690.0,90,840
Air India,Kolkata,Banglore,1 stop,No info,8891,9,5,3,0,0,2.0,565.0,1110,545
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7757,9,5,3,0,0,2.0,845.0,605,1200
Air India,Banglore,Delhi,non-stop,No info,4441,9,4,1,0,0,1.0,345.0,525,180
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10031,24,3,6,0,0,2.0,1185.0,1090,1345
IndiGo,Banglore,Delhi,non-stop,No info,4823,12,4,4,0,0,1.0,780.0,950,170
Air India,Kolkata,Banglore,1 stop,No info,8576,24,5,4,0,0,2.0,565.0,1110,545
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087,12,3,1,0,0,2.0,1235.0,970,1175
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,18,5,5,0,0,2.0,600.0,755,1595
Air India,Kolkata,Banglore,2 stops,No info,11432,21,5,1,0,0,3.0,565.0,335,1210
IndiGo,Mumbai,Hyderabad,non-stop,No info,3175,15,6,5,0,0,1.0,1015.0,1105,90
IndiGo,Kolkata,Banglore,non-stop,No info,4804,12,5,6,0,0,1.0,575.0,740,165
Jet Airways,Delhi,Cochin,2 stops,No info,13014,27,6,3,0,0,3.0,580.0,755,1615
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,7563,6,3,2,0,0,2.0,430.0,1340,910
SpiceJet,Kolkata,Banglore,non-stop,No info,3873,27,6,3,0,0,1.0,540.0,685,145
IndiGo,Delhi,Cochin,1 stop,No info,6282,21,5,1,0,0,2.0,715.0,55,780
Multiple carriers,Delhi,Cochin,1 stop,No info,11200,1,6,5,0,0,2.0,510.0,1140,630
Vistara,Banglore,Delhi,non-stop,No info,5613,24,4,2,0,0,1.0,1170.0,1335,165
IndiGo,Delhi,Cochin,non-stop,No info,5601,9,6,6,0,0,1.0,860.0,1055,195
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,15,6,5,0,0,2.0,840.0,755,1355
IndiGo,Banglore,New Delhi,non-stop,No info,14306,1,3,4,0,0,1.0,1200.0,1375,175
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064,1,4,0,0,0,2.0,1200.0,1245,1485
Jet Airways,Delhi,Cochin,1 stop,No info,18371,27,6,3,0,0,2.0,425.0,1140,715
Air India,Delhi,Cochin,2 stops,No info,13591,18,5,5,0,0,3.0,1215.0,1155,1380
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,1,6,5,0,0,3.0,580.0,755,1615
Multiple carriers,Delhi,Cochin,2 stops,No info,18275,12,6,2,0,0,3.0,1070.0,90,460
IndiGo,Banglore,Delhi,non-stop,No info,3749,27,5,0,0,0,1.0,1330.0,60,170
Air Asia,Kolkata,Banglore,2 stops,No info,6810,6,6,3,0,0,3.0,910.0,1410,500
Multiple carriers,Delhi,Cochin,1 stop,No info,7485,21,5,1,0,0,2.0,700.0,1260,560
Air India,Kolkata,Banglore,non-stop,No info,5510,27,5,0,0,0,1.0,855.0,1005,150
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,3,6,0,0,0,2.0,1095.0,265,610
Multiple carriers,Delhi,Cochin,1 stop,No info,6723,24,6,0,0,0,2.0,430.0,970,540
Multiple carriers,Delhi,Cochin,1 stop,No info,8307,21,3,3,0,0,2.0,480.0,930,450
GoAir,Delhi,Cochin,1 stop,No info,6146,21,4,6,0,0,2.0,355.0,815,460
Jet Airways,Delhi,Cochin,2 stops,No info,15129,27,5,0,0,0,3.0,805.0,755,1390
Jet Airways,Kolkata,Banglore,1 stop,No info,14388,1,5,2,0,0,2.0,390.0,720,330
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544,6,4,5,0,0,1.0,360.0,525,165
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5198,12,4,4,0,0,1.0,670.0,845,175
IndiGo,Delhi,Cochin,1 stop,No info,7503,18,5,5,0,0,2.0,555.0,90,975
GoAir,Banglore,New Delhi,1 stop,No info,12314,1,3,4,0,0,2.0,945.0,1215,270
Air India,Delhi,Cochin,1 stop,No info,8372,15,5,2,0,0,2.0,780.0,1155,375
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,21,5,1,0,0,2.0,990.0,1415,425
Jet Airways,Banglore,Delhi,non-stop,No info,8016,24,6,0,0,0,1.0,1190.0,1370,180
IndiGo,Chennai,Kolkata,non-stop,No info,6297,12,3,1,0,0,1.0,475.0,615,140
Jet Airways,Kolkata,Banglore,1 stop,No info,14388,1,5,2,0,0,2.0,505.0,560,1495
GoAir,Delhi,Cochin,1 stop,No info,6393,1,6,5,0,0,2.0,445.0,815,370
Jet Airways,Kolkata,Banglore,1 stop,No info,14939,9,6,6,0,0,2.0,1270.0,605,775
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,21,5,1,0,0,2.0,505.0,1190,685
IndiGo,Delhi,Cochin,1 stop,No info,14871,6,3,2,0,0,2.0,450.0,1260,810
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,4319,6,4,5,0,0,1.0,570.0,740,170
Jet Airways,Kolkata,Banglore,1 stop,No info,13067,15,5,2,0,0,2.0,1020.0,585,1005
Jet Airways,Banglore,New Delhi,1 stop,No info,26890,1,3,4,0,0,2.0,1015.0,495,920
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,9134,15,3,4,0,0,2.0,420.0,795,375
IndiGo,Banglore,Delhi,non-stop,No info,3943,3,4,2,0,0,1.0,1275.0,15,180
Air India,Delhi,Cochin,1 stop,No info,8879,24,6,0,0,0,2.0,420.0,1155,735
Jet Airways,Kolkata,Banglore,1 stop,No info,14571,24,5,4,0,0,2.0,1135.0,720,1025
IndiGo,Kolkata,Banglore,non-stop,No info,5644,15,6,5,0,0,1.0,575.0,730,155
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,9,6,6,0,0,2.0,390.0,280,1330
Jet Airways,Kolkata,Banglore,1 stop,No info,14571,9,6,6,0,0,2.0,845.0,1415,570
SpiceJet,Banglore,Delhi,non-stop,No info,3971,9,6,6,0,0,1.0,1270.0,5,175
Jet Airways,Delhi,Cochin,1 stop,No info,17024,6,3,2,0,0,2.0,540.0,1130,590
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,15,5,2,0,0,1.0,1030.0,1180,150
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,27,5,0,0,0,2.0,1185.0,1140,1395
Jet Airways,Delhi,Cochin,2 stops,No info,13376,6,6,3,0,0,3.0,875.0,265,830
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,9905,15,6,5,0,0,3.0,1285.0,755,910
Multiple carriers,Delhi,Cochin,1 stop,No info,13587,15,6,5,0,0,2.0,480.0,1260,780
Multiple carriers,Delhi,Cochin,1 stop,No info,7740,24,6,0,0,0,2.0,360.0,1260,900
Multiple carriers,Delhi,Cochin,1 stop,No info,9794,21,5,1,0,0,2.0,360.0,755,395
Jet Airways,Banglore,New Delhi,1 stop,No info,17471,6,3,2,0,0,2.0,1370.0,1280,1350
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,15129,9,3,5,0,0,3.0,825.0,265,880
Jet Airways,Kolkata,Banglore,1 stop,No info,11467,1,5,2,0,0,2.0,575.0,865,1730
Air India,Kolkata,Banglore,1 stop,No info,6528,12,6,2,0,0,2.0,875.0,875,1440
Multiple carriers,Delhi,Cochin,1 stop,No info,8266,27,6,3,0,0,2.0,450.0,1155,705
IndiGo,Delhi,Cochin,1 stop,No info,6442,6,3,2,0,0,2.0,400.0,1340,940
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,12,6,2,0,0,2.0,1370.0,755,825
Jet Airways,Mumbai,Hyderabad,non-stop,No info,17501,1,3,4,0,0,1.0,430.0,515,85
Air India,Banglore,Delhi,non-stop,No info,8273,24,5,4,0,0,1.0,370.0,535,165
Air India,Delhi,Cochin,2 stops,No info,10703,21,3,3,0,0,3.0,1110.0,1155,1485
Multiple carriers,Delhi,Cochin,1 stop,No info,8510,15,6,5,0,0,2.0,600.0,90,930
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,15,3,4,0,0,1.0,1205.0,1295,90
IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,18,5,5,0,0,1.0,1280.0,1370,90
Multiple carriers,Delhi,Cochin,2 stops,No info,18275,27,6,3,0,0,3.0,1070.0,90,460
